symbol,company_name_th,sector,roe,pe_ratio,de_ratio
CEYE,บริษัท ตาชำนิ จำกัด (มหาชน),Consumer Cyclical,5.382,13.333334,6.312
SIMAT,บริษัท ไซแมท เทคโนโลยี จำกัด (มหาชน),Technology,5.380999999999999,11.2,34.607
WHAIR,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ดับบลิวเอชเอ อินดัสเตรียล,Real Estate,5.375,17.820513,52.244
SJWD,บริษัท เอสซีจี เจดับเบิ้ลยูดี โลจิสติกส์ จำกัด (มหาชน),Industrials,5.2849997,13.23077,65.056
DREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าดุสิตธานี,Real Estate,5.2449997999999995,16.290323,36.613
CSR,บริษัท เทพธานีกรีฑา จำกัด (มหาชน),Consumer Cyclical,5.2389998,21.314104,
ALPHAX,บริษัท อัลฟ่า ดิวิชั่นส์ จำกัด (มหาชน),Real Estate,5.209,15.666667,6.645
PLAT,บริษัท เดอะ แพลทินัม กรุ๊ป จำกัด (มหาชน),Real Estate,5.199,6.705882,52.464
IFS,บริษัท ไอเอฟเอส แคปปิตอล (ประเทศไทย) จำกัด (มหาชน),Financial Services,5.192,9.545454,120.169
ACE,บริษัท แอ๊บโซลูท คลีน เอ็นเนอร์จี้ จำกัด (มหาชน),Utilities,5.1880002,16.0,53.0
UMI,บริษัท สหโมเสคอุตสาหกรรม จำกัด (มหาชน),Industrials,5.185,7.5,31.634
BCT,บริษัท เบอร์ล่า คาร์บอน (ไทยแลนด์) จำกัด (มหาชน),Basic Materials,5.154,8.767361,
KTBSTMR,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์ เคทีบีเอสที มิกซ์,Real Estate,5.094,10.673078,40.336
CSC,บริษัท ฝาจีบ จำกัด (มหาชน),Consumer Cyclical,5.094,11.172839,2.769
LALIN,บริษัท ลลิล พร็อพเพอร์ตี้ จำกัด (มหาชน),Real Estate,5.0630003,9.23077,67.103
VPO,บริษัท วิจิตรภัณฑ์ปาล์มออยล์ จำกัด (มหาชน),Consumer Defensive,5.0569999999999995,14.666667,28.652
ASP,บริษัท เอเซีย พลัส กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),Financial Services,5.045999999999999,18.5,137.95
SUSCO,บริษัท ซัสโก้ จำกัด (มหาชน),Energy,5.0279997,9.826087,92.254
PICO,บริษัท ปิโก (ไทยแลนด์) จำกัด (มหาชน),Communication Services,5.0279997,46.888885,1.706
BAM,บริษัทบริหารสินทรัพย์ กรุงเทพพาณิชย์ จำกัด (มหาชน),Financial Services,5.009,10.797101,196.145
SCGP,บริษัท เอสซีจี แพคเกจจิ้ง จำกัด (มหาชน),Consumer Cyclical,4.987,20.63158,69.804
IRC,บริษัท อีโนเว รับเบอร์ (ประเทศไทย) จำกัด (มหาชน),Consumer Cyclical,4.971,11.979167,0.005
JR,บริษัท เจ.อาร์.ดับเบิ้ลยู. ยูทิลิตี้ จำกัด (มหาชน),Industrials,4.95,16.0,18.529
ALT,บริษัท เอแอลที เทเลคอม จำกัด (มหาชน),Technology,4.934,12.0,58.645
AMATAV,บริษัท อมตะ วีเอ็น จำกัด (มหาชน),Real Estate,4.920999999999999,9.73913,81.429
BIG,บริษัท บิ๊ก คาเมร่า คอร์ปอเรชั่น จำกัด (มหาชน),Consumer Cyclical,4.902,14.5,31.504
ARIP,บริษัท เออาร์ไอพี จำกัด (มหาชน),Industrials,4.901,23.5,1.235
TRT,บริษัท ถิรไทย จำกัด (มหาชน),Industrials,4.881,19.142859,71.073
MOONG,บริษัท มุ่งพัฒนา อินเตอร์แนชชั่นแนล จำกัด (มหาชน),Consumer Defensive,4.8720002,14.933332,2.345
EGCO,บริษัท ผลิตไฟฟ้า จำกัด (มหาชน),Utilities,4.855,12.698413,108.537
CTW,บริษัท จรุงไทยไวร์แอนด์เคเบิ้ล จำกัด (มหาชน),Industrials,4.855,6.122449,25.649
SGC,บริษัท เอสจี แคปปิตอล จำกัด (มหาชน),Financial Services,4.8309997000000005,15.833333,84.873
ASK,บริษัท เอเซียเสริมกิจลีสซิ่ง จำกัด (มหาชน),Financial Services,4.7930002,11.084337,402.978
STARM,บริษัท สตาร์ มันนี่ จำกัด (มหาชน),Financial Services,4.768,16.833334,123.042
WHABT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าดับบลิวเอชเอ บิสซิเนส คอมเพล็กซ์,Real Estate,4.697,10.0,22.055
GFC,บริษัท เจเนซีส เฟอร์ทิลีตี เซ็นเตอร์ จำกัด (มหาชน),Healthcare,4.6350002,29.8,5.103
MTI,บริษัท เมืองไทยประกันภัย จำกัด (มหาชน),Financial Services,4.6269998,27.54386,1.373
SCGD,บริษัท เอสซีจี เดคคอร์ จำกัด (มหาชน),Basic Materials,4.622,9.553571,64.103
DOHOME,บริษัท ดูโฮม จำกัด (มหาชน),Consumer Cyclical,4.583,20.777777,128.339
TERA,บริษัท เทอร์ราไบท์ พลัส จำกัด (มหาชน),Technology,4.5819998,10.299999,7.758
MODERN,บริษัท โมเดอร์นฟอร์มกรุ๊ป จำกัด (มหาชน),Consumer Cyclical,4.5739997,16.0,13.564
MITSIB,บริษัท มิตรสิบ ลิสซิ่ง จำกัด (มหาชน),Consumer Cyclical,4.5339998,14.0,69.185
FVC,บริษัท ฟิลเตอร์ วิชั่น จำกัด (มหาชน),Industrials,4.531000000000001,8.4,9.446
ACG,บริษัท ออโตคอร์ป โฮลดิ้ง จำกัด (มหาชน),Consumer Cyclical,4.5100003,12.999999,45.802
SENA,บริษัท เสนาดีเวลลอปเม้นท์ จำกัด (มหาชน),Real Estate,4.3870002,6.9259257,132.251
CIMBT,ธนาคาร ซีไอเอ็มบี ไทย จำกัด (มหาชน),Financial Services,4.3860003,5.285714,
PAP,บริษัท แปซิฟิกไพพ์ จำกัด (มหาชน),Basic Materials,4.354,15.153847,83.837
MST,บริษัทหลักทรัพย์ เมย์แบงก์ (ประเทศไทย) จำกัด (มหาชน),Financial Services,4.346,17.692308,119.832
STPI,บริษัท เอสทีพี แอนด์ ไอ จำกัด (มหาชน),Industrials,4.3309998,27.75,40.794
GAHREIT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์ แกรนด์ โฮสพีทาลิตี้,Real Estate,4.236,,
CHAO,บริษัท เจ้าสัว ฟู้ดส์ อินดัสทรี จำกัด (มหาชน),Consumer Defensive,4.2290002,32.42857,13.684
A5,บริษัท แอสเซท ไฟว์ กรุ๊ป จำกัด (มหาชน),Real Estate,4.1869998,30.500002,105.653
OKJ,บริษัท ปลูกผักเพราะรักแม่ จำกัด (มหาชน),Consumer Defensive,4.0799997999999995,32.5,22.391
STI,บริษัท สโตนเฮ้นจ์ อินเตอร์ จำกัด (มหาชน),Industrials,4.077,24.571428,34.66
TPIPL,บริษัท ทีพีไอ โพลีน จำกัด (มหาชน),Basic Materials,4.064,7.090909,123.917
SPACK,บริษัท เอส. แพ็ค แอนด์ พริ้นท์ จำกัด (มหาชน),Consumer Cyclical,4.0510003,13.333333,44.388
SENX,บริษัท เซ็น เอกซ์ จำกัด (มหาชน),Real Estate,3.9899999999999998,7.666667,39.438
FPT,บริษัท เฟรเซอร์ส พร็อพเพอร์ตี้ (ประเทศไทย) จำกัด (มหาชน),Real Estate,3.9739999999999998,10.1587305,135.988
EAST,บริษัท ตะวันออกพาณิชย์ลีสซิ่ง จำกัด (มหาชน),Financial Services,3.971,10.285715,99.434
VL,บริษัท วี.แอล.เอ็นเตอร์ไพรส์ จำกัด (มหาชน),Industrials,3.945,27.0,31.52
TNL,บริษัท ธนูลักษณ์ จำกัด (มหาชน),Financial Services,3.9149999999999996,17.703703,41.548
WINDOW,บริษัท วินโดว์ เอเชีย จำกัด (มหาชน),Basic Materials,3.903,19.25,2.639
TSTE,บริษัท ทีเอสทีอี จำกัด (มหาชน),Consumer Defensive,3.8900003,27.297298,38.204
BJC,บริษัท เบอร์ลี่ ยุคเกอร์ จำกัด (มหาชน),Industrials,3.887,15.7,126.383
CPH,บริษัท คาสเซ่อร์พีคโฮลดิ้งส์ จำกัด (มหาชน),Consumer Cyclical,3.8829996999999996,8.623853,29.482
WARRIX,บริษัท วอริกซ์ สปอร์ต จำกัด (มหาชน),Consumer Cyclical,3.8429998,23.875,10.955
CPTREIT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์ ซี.พี.ทาวเวอร์,Real Estate,3.818,,
TPP,บริษัท ไทยบรรจุภัณฑ์และการพิมพ์ จำกัด (มหาชน),Consumer Cyclical,3.8089999999999997,12.291667,0.815
TMILL,บริษัท ที เอส ฟลาวมิลล์ จำกัด (มหาชน),Consumer Defensive,3.773,20.599998,39.041
BGC,บริษัท บีจี คอนเทนเนอร์ กล๊าส จำกัด (มหาชน),Consumer Cyclical,3.7510000000000003,14.827587,182.183
SA,บริษัท ไซมิส แอสเสท จำกัด (มหาชน),Real Estate,3.6769999999999996,51.42857,225.314
THRE,บริษัท ไทยรับประกันภัยต่อ จำกัด (มหาชน),Financial Services,3.675,12.666667,0.389
SITHAI,บริษัท ศรีไทยซุปเปอร์แวร์ จำกัด (มหาชน),Consumer Cyclical,3.6639999999999997,14.714285,23.343
JMT,บริษัท เจ เอ็ม ที เน็ทเวอร์ค เซอร์วิสเซ็ส จำกัด (มหาชน),Financial Services,3.66,14.507043,33.013
F&D,บริษัท ฟู้ดแอนด์ดริ๊งส์ จำกัด (มหาชน),,3.63,,2.77
WINMED,บริษัท วินเนอร์ยี่ เมดิคอล จำกัด (มหาชน),Healthcare,3.621,16.666668,62.03
VRANDA,บริษัท วีรันดา รีสอร์ท จำกัด (มหาชน),Real Estate,3.566,21.142859,167.485
NFC,บริษัท เอ็นเอฟซี จำกัด (มหาชน),Basic Materials,3.5220000000000002,24.6,331.835
WICE,บริษัท ไวส์ โลจิสติกส์ จำกัด (มหาชน),Industrials,3.517,22.333334,15.631
WIIK,บริษัท วิค จำกัด (มหาชน),Industrials,3.4760001999999997,10.222222,25.08
THMUI,บริษัท ไทยมุ้ย คอร์ปอเรชั่น จำกัด (มหาชน),Industrials,3.4070000000000005,,54.484
BEC,บริษัท บีอีซี เวิลด์ จำกัด (มหาชน),Communication Services,3.4059998,20.999998,18.713
TPLAS,บริษัท ไทยอุตสาหกรรมพลาสติก (1994) จำกัด (มหาชน),Consumer Cyclical,3.392,22.5,0.972
RABBIT,บริษัท แรบบิท โฮลดิ้งส์ จำกัด (มหาชน),Industrials,3.351,2.2857141,51.279
SUTHA,บริษัท สุธากัญจน์ จำกัด (มหาชน),Basic Materials,3.319,26.666666,94.392
DOD,บริษัท ดีโอดี ไบโอเทค จำกัด (มหาชน),Consumer Defensive,3.282,24.125,4.8
TM,บริษัท เทคโนเมดิคัล จำกัด (มหาชน),Healthcare,3.2620000000000005,15.166667,75.294
SHANG,บริษัท แชงกรี-ลา โฮเต็ล จำกัด (มหาชน),Consumer Cyclical,3.2230000000000003,28.108109,
CFRESH,บริษัท ซีเฟรชอินดัสตรี จำกัด (มหาชน),Consumer Defensive,3.209,,73.299
TPRIME,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าไทยแลนด์ ไพร์ม พร็อพเพอร์ตี้,Real Estate,3.1229999,19.864864,35.755
CPAXT,บริษัท ซีพี แอ็กซ์ตร้า จำกัด (มหาชน),Consumer Defensive,3.1140001,19.111113,57.284
TMT,บริษัท ทีเอ็มที สตีล จำกัด (มหาชน),Basic Materials,3.098,35.75,138.441
KIAT,บริษัท เกียรติธนา ขนส่ง จำกัด (มหาชน),Industrials,3.083,35.0,8.161
TWPC,บริษัท ไทยวา จำกัด (มหาชน),Consumer Defensive,3.08,15.444444,23.122
BPP,บริษัท บ้านปู เพาเวอร์ จำกัด (มหาชน),Utilities,3.075,18.4375,67.09
SHR,บริษัท เอส โฮเทล แอนด์ รีสอร์ท จำกัด (มหาชน),Consumer Cyclical,3.0669998,14.461539,106.809
WIN,บริษัท สวนอุตสาหกรรม วินโคสท์ จำกัด (มหาชน),Real Estate,3.0480001,14.5,21.74
ROJNA,บริษัท สวนอุตสาหกรรมโรจนะ จำกัด (มหาชน),Utilities,3.039,17.1875,75.913
MICRO,บริษัท ไมโครลิสซิ่ง จำกัด (มหาชน),Financial Services,3.011,,60.98
BBGI,บริษัท บีบีจีไอ จำกัด (มหาชน),Utilities,2.997,17.0,26.707
BR,บริษัท บางกอกแร้นช์ จำกัด (มหาชน),Consumer Defensive,2.9360002,12.923077,82.527
KUN,บริษัท วิลล่า คุณาลัย จำกัด (มหาชน),Real Estate,2.918,23.333334,216.559
NVD,บริษัท เนอวานา ดีเวลลอปเม้นท์ จำกัด (มหาชน),Real Estate,2.91,13.666667,148.376
TKC,บริษัท เทิร์นคีย์ คอมมูนิเคชั่น เซอร์วิส จำกัด (มหาชน),Industrials,2.9010000000000002,27.833334,39.889
BCPG,บริษัท บีซีพีจี จำกัด (มหาชน),Utilities,2.8770002,26.896553,95.369
BCP,บริษัท บางจาก คอร์ปอเรชั่น จำกัด (มหาชน),Energy,2.866,17.788462,159.067
AF,บริษัท ไอร่า แฟคตอริ่ง จำกัด (มหาชน),Financial Services,2.831,36.000004,395.449
SAMTEL,บริษัท สามารถเทลคอม จำกัด (มหาชน),Communication Services,2.7660001,21.888887,18.982
CNT,บริษัท คริสเตียนีและนีลเส็น (ไทย) จำกัด (มหาชน),Industrials,2.7560001,15.714286,65.206
TPCS,บริษัท ทีพีซีเอส จำกัด (มหาชน),Consumer Cyclical,2.6970001,15.538463,
ICC,บริษัท ไอ.ซี.ซี. อินเตอร์เนชั่นแนล จำกัด (มหาชน),Consumer Cyclical,2.681,15.408805,2.237
GLAND,บริษัท แกรนด์ คาแนล แลนด์ จำกัด (มหาชน),Real Estate,2.6800001,9.25,33.999
PSL,บริษัท พรีเชียส ชิพปิ้ง จำกัด (มหาชน),Industrials,2.5989999999999998,30.370369,67.728
SCC,บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน),Industrials,2.5860000000000003,15.2990265,83.838
CPR,บริษัท ซีพีอาร์ โกมุ อินดัสเตรียล จำกัด (มหาชน),Consumer Cyclical,2.565,36.000004,0.048
TAN,บริษัท ธนจิรา รีเทล คอร์ปอเรชั่น จำกัด (มหาชน),Consumer Cyclical,2.555,17.636364,53.507
VIBHA,บริษัท โรงพยาบาลวิภาวดี จำกัด (มหาชน),Healthcare,2.546,46.666668,75.771
INSET,บริษัท อินฟราเซท จำกัด (มหาชน),Technology,2.5109999000000003,68.0,4.863
CFARM,บริษัท ชูวิทย์ฟาร์ม (2019) จำกัด (มหาชน),Consumer Defensive,2.489,24.666668,21.103
UBIS,บริษัท ยูบิส (เอเชีย) จำกัด (มหาชน),Basic Materials,2.471,19.166666,62.118
TCC,บริษัท ไทย แคปปิตอล คอร์ปอเรชั่น จำกัด (มหาชน),Energy,2.4149998999999998,14.0,21.391
CM,บริษัท เชียงใหม่โฟรเซ่นฟูดส์ จำกัด (มหาชน),Consumer Defensive,2.406,18.444443,0.111
RAM,บริษัท โรงพยาบาลรามคำแหง จำกัด (มหาชน),Healthcare,2.286,34.181816,49.796
YONG,บริษัท ยงคอนกรีต จำกัด (มหาชน),Basic Materials,2.276,25.333334,25.557
AI,บริษัท เอเชียน อินซูเลเตอร์ จำกัด (มหาชน),Industrials,2.2739999,10.551724,0.105
KOOL,บริษัท ซีแอล เวนเจอร์ จำกัด (มหาชน),Consumer Cyclical,2.247,15.000001,21.138
ITEL,บริษัท อินเตอร์ลิ้งค์ เทเลคอม จำกัด (มหาชน),Communication Services,2.242,16.625,74.391
SALEE,บริษัท สาลี่อุตสาหกรรม จำกัด (มหาชน),Basic Materials,2.2249999,38.0,0.81
RSP,บริษัท ริช สปอร์ต จำกัด (มหาชน),Consumer Cyclical,2.1979999,27.750002,29.82
NEP,บริษัท เอ็นอีพี อสังหาริมทรัพย์ และอุตสาหกรรม จำกัด (มหาชน),Consumer Cyclical,2.1919999999999997,inf,0.189
ZIGA,บริษัท ซิก้า อินโนเวชั่น จำกัด (มหาชน),Basic Materials,2.138,23.0,19.21
SPCG,บริษัท เอสพีซีจี จำกัด (มหาชน),Utilities,2.098,25.416664,0.304
BLAND,บริษัท บางกอกแลนด์ จำกัด (มหาชน),Real Estate,2.0569998999999997,15.333334,6.794
COLOR,บริษัท สาลี่ คัลเล่อร์ จำกัด (มหาชน),Basic Materials,2.049,25.5,47.799
PL,บริษัท ภัทรลิสซิ่ง จำกัด (มหาชน),Industrials,2.027,,275.427
CH,บริษัท เจริญอุตสาหกรรม จำกัด (มหาชน),Consumer Defensive,1.989,56.666668,30.031
LIT,บริษัท ลีซ อิท จำกัด (มหาชน),Financial Services,1.9800000000000002,36.5,83.469
UREKA,บริษัท ยูเรกา ดีไซน์ จำกัด (มหาชน),Industrials,1.963,32.0,18.612
BE8,บริษัท เบริล 8 พลัส จำกัด (มหาชน),Technology,1.96,18.870968,9.11
INSURE,บริษัท อินทรประกันภัย จำกัด (มหาชน),Financial Services,1.923,30.582525,3.662
BAFS,บริษัท บริการเชื้อเพลิงการบินกรุงเทพ จำกัด (มหาชน),Industrials,1.9120000000000001,42.272728,203.75
QTC,บริษัท คิวทีซี เอนเนอร์ยี่ จำกัด (มหาชน),Industrials,1.76,16.454546,27.589
GBX,บริษัท โกลเบล็ก โฮลดิ้ง แมนเนจเม้นท์ จำกัด (มหาชน),Financial Services,1.745,,81.659
TK,บริษัท ฐิติกร จำกัด (มหาชน),Financial Services,1.7180001,18.78261,2.027
TWP,บริษัท ไทยไวร์โพรดัคท์ จำกัด (มหาชน),Basic Materials,1.6920000000000002,14.375,17.91
ORI,บริษัท ออริจิ้น พร็อพเพอร์ตี้ จำกัด (มหาชน),Real Estate,1.6760000000000002,14.428572,157.929
GRAMMY,บริษัท จีเอ็มเอ็ม แกรมมี่ จำกัด (มหาชน),Communication Services,1.6490001,,33.908
BPS,บริษัท บีพีเอส เทคโนโลยี จำกัด (มหาชน),Technology,1.638,20.5,9.056
CSS,บริษัท คอมมิวนิเคชั่น แอนด์ ซิสเต็มส์ โซลูชั่น จำกัด (มหาชน),Technology,1.6280001,38.5,4.118
I2,บริษัท ไอ ทู เอ็นเตอร์ไพรซ์ จำกัด (มหาชน),Technology,1.585,25.0,128.392
NC,บริษัท นิวซิตี้ (กรุงเทพฯ) จำกัด (มหาชน),Consumer Cyclical,1.5810000000000002,39.4,37.861
GVREIT,ทรัสต์เพื่อการลงทุนในสิทธิการเช่าอสังหาริมทรัพย์โกลเด้นเวนเจอร์,Real Estate,1.568,41.25,32.371
PRIN,บริษัท ปริญสิริ จำกัด (มหาชน),Real Estate,1.5579999,20.0,108.411
XPG,บริษัท เอ็กซ์สปริง แคปปิตอล จำกัด (มหาชน),Financial Services,1.52,24.500002,0.937
DDD,บริษัท ดู เดย์ ดรีม จำกัด (มหาชน),Consumer Defensive,1.492,28.181818,1.097
UAC,บริษัท ยูเอซี โกลบอล จำกัด (มหาชน),Basic Materials,1.4830001000000002,12.0,31.59
THG,บริษัท ธนบุรี เฮลท์แคร์ กรุ๊ป จำกัด (มหาชน),Healthcare,1.277,113.12501,26.002
SINGER,บริษัท ซิงเกอร์ประเทศไทย จำกัด (มหาชน),Financial Services,1.2259999000000001,44.23077,8.525
ESTAR,บริษัท อีสเทอร์น สตาร์ เรียล เอสเตท จำกัด (มหาชน),Real Estate,1.166,22.0,47.175
TKT,บริษัท ที.กรุงไทยอุตสาหกรรม จำกัด (มหาชน),Consumer Cyclical,1.14400005,33.000004,42.612
AFC,บริษัท เอเซียไฟเบอร์ จำกัด (มหาชน),Consumer Cyclical,1.1419999,11.172414,0.778
TYCN,บริษัทไทยคูน เวิลด์ไวด์ กรุ๊ป (ประเทศไทย) จำกัด (มหาชน),Basic Materials,1.084,19.555555,29.003
S,บริษัท สิงห์ เอสเตท จำกัด (มหาชน),Consumer Cyclical,1.0190001,58.0,173.647
AIE,บริษัท เอไอ เอนเนอร์จี จำกัด (มหาชน),Consumer Defensive,1.002,8.916667,0.031
SMD100,บริษัท เอสเอ็มดี ไรส์ จำกัด (มหาชน),Healthcare,0.88,46.75,34.264
BLESS,บริษัท เบล็ส แอสเสท กรุ๊ป จำกัด (มหาชน),Real Estate,0.876,23.0,73.473
ROH,บริษัท โรงแรมรอยัล ออคิด (ประเทศไทย) จำกัด (มหาชน),Consumer Cyclical,0.8420000000000001,40.333336,160.547
PTC,บริษัท พรีเมียร์ แทงค์ คอร์ปอเรชั่น จำกัด (มหาชน),Energy,0.823,31.0,0.133
NOVA,บริษัท โนวา เอมไพร์ จำกัด (มหาชน),Technology,0.8169999000000001,135.00002,222.808
XYZ,บริษัท อาร์เอสเอ็กซ์วายแซด จำกัด (มหาชน),Basic Materials,0.754,,68.761
STC,บริษัท เอสทีซี คอนกรีตโปรดัคท์ จำกัด (มหาชน),Basic Materials,0.70499997,inf,78.557
TTT,บริษัท โทเร เท็กซ์ไทล์ (ประเทศไทย) จำกัด (มหาชน),Consumer Cyclical,0.701,47.727272,3.465
CHOW,บริษัท เชาว์ ไบรท์ เวนเจอร์ส โฮลดิ้งส์ จำกัด (มหาชน),Basic Materials,0.6930000000000001,64.5,14.481
HENG,บริษัท เฮงลิสซิ่ง แอนด์ แคปปิตอล จำกัด (มหาชน),Financial Services,0.659,95.0,78.595
OCC,บริษัท โอ ซี ซี จำกัด (มหาชน),Consumer Defensive,0.6259999700000001,27.222221,1.094
NDR,บริษัท เอ็น.ดี.รับเบอร์ จำกัด (มหาชน),Consumer Cyclical,0.601,146.0,11.936
CHASE,บริษัท เชฎฐ์ เอเชีย จำกัด (มหาชน),Financial Services,0.506,49.000004,13.766
ANAN,บริษัท อนันดา ดีเวลลอปเม้นท์ จำกัด (มหาชน),Real Estate,0.504,,115.801
NAT,บริษัท แนท แอบโซลูท เทคโนโลยีส์ จำกัด (มหาชน),Technology,0.488,248.0,3.011
BANPU,บริษัท บ้านปู จำกัด (มหาชน),Energy,0.43,,153.247
DCON,บริษัท ดีคอนโปรดักส์ จำกัด (มหาชน),Basic Materials,0.40499999999999997,inf,33.928
TRV,บริษัท ที.อาร์.วี. รับเบอร์ โปรดักส์ จำกัด (มหาชน),Consumer Cyclical,0.402,155.0,0.936
THCOM,บริษัท ไทยคม จำกัด (มหาชน),Technology,0.39899999999999997,285.0,35.867
CHARAN,บริษัท จรัญประกันภัย จำกัด (มหาชน),Financial Services,0.39699999999999996,79.5,
TBN,บริษัท ทีบีเอ็น คอร์ปอเรชั่น จำกัด (มหาชน),Technology,0.29699998,378.0,5.001
JMART,บริษัท เจมาร์ท กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),Consumer Cyclical,0.28300000000000003,,65.883
EASTW,บริษัท จัดการและพัฒนาทรัพยากรน้ำภาคตะวันออก จำกัด (มหาชน),Utilities,0.234,276.0,130.846
SIAM,บริษัท สยามสตีลอินเตอร์เนชั่นแนล จำกัด (มหาชน),Consumer Cyclical,0.22499999999999998,inf,7.245
PEACE,บริษัท พีซแอนด์ลีฟวิ่ง จำกัด (มหาชน),Real Estate,0.19499999999999998,inf,71.508
MORE,บริษัท มอร์ รีเทิร์น จำกัด (มหาชน),Utilities,0.166,,
ETE,บริษัท บูรพา เทคนิคอล เอ็นจิเนียริ่ง จำกัด (มหาชน),Industrials,0.16,inf,107.605
VGI,บริษัท วีจีไอ จำกัด (มหาชน),Industrials,0.153,inf,2.201
FANCY,บริษัท แฟนซีวู๊ด อินดัสตรีส จำกัด (มหาชน),Consumer Cyclical,0.11999999,inf,0.077
CWT,บริษัท ชัยวัฒนา แทนเนอรี่ กรุ๊ป จำกัด (มหาชน),Consumer Cyclical,0.077,90.0,64.635
UV,บริษัท ยูนิเวนเจอร์ จำกัด (มหาชน),Utilities,0.067000004,,115.145
ASN,บริษัท เอเอสเอ็น โบรกเกอร์ จำกัด (มหาชน),Financial Services,0.058,,71.779
ASIA,บริษัท เอเชียโฮเต็ล จำกัด (มหาชน),Consumer Cyclical,-0.055999999999999994,,45.422
PSH,บริษัท พฤกษา โฮลดิ้ง จำกัด (มหาชน),Real Estate,-0.18600001,,36.112
LPN,บริษัท แอล.พี.เอ็น.ดีเวลลอปเมนท์ จำกัด (มหาชน),Real Estate,-0.198,,87.715
STGT,บริษัท ศรีตรังโกลฟส์ (ประเทศไทย) จำกัด (มหาชน),Basic Materials,-0.28700000000000003,25.882353,12.099
TCOAT,บริษัท อุตสาหกรรมผ้าเคลือบพลาสติกไทย จำกัด (มหาชน),Consumer Cyclical,-0.336,,4.497
SCN,บริษัท สแกน อินเตอร์ จำกัด (มหาชน),Utilities,-0.34999999,,74.921
PORT,บริษัท สหไทย เทอร์มินอล จำกัด (มหาชน),Industrials,-0.378,,115.265
BRI,บริษัท บริทาเนีย จำกัด (มหาชน),Real Estate,-0.40599997,,146.338
TAE,บริษัท ไทย อะโกร เอ็นเนอร์ยี่ จำกัด (มหาชน),Basic Materials,-0.48700000000000004,,67.88
MADAME,บริษัท มาดาม ไบโอไซเอนซ์ จํากัด (มหาชน),Consumer Defensive,-0.526,,60.639
UBE,บริษัท อุบล ไบโอ เอทานอล จำกัด (มหาชน),Consumer Defensive,-0.54,,6.126
PQS,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),Consumer Defensive,-0.57300003,,26.419
PROS,บริษัท พรอสเพอร์ เอ็นจิเนียริ่ง จำกัด (มหาชน),Industrials,-0.654,,110.651
INOX,บริษัท โพสโค-ไทยน๊อคซ์ จำกัด (มหาชน),Basic Materials,-0.677,,0.197
WORK,บริษัท เวิร์คพอยท์ เอ็นเทอร์เทนเมนท์ จำกัด (มหาชน),Communication Services,-0.7850001000000001,,3.468
BROCK,บริษัท บ้านร็อคการ์เด้น จำกัด (มหาชน),Real Estate,-0.78799995,,3.111
IVL,บริษัท อินโดรามา เวนเจอร์ส จำกัด (มหาชน),Basic Materials,-0.826,,196.67
SAMCO,บริษัท สัมมากร จำกัด (มหาชน),Real Estate,-1.1039999,,74.765
SAF,บริษัท เอส.เอ.เอฟ. สเปเชียล สตีล จำกัด (มหาชน),Basic Materials,-1.127,,38.269
K,บริษัท คิงส์เมน ซี.เอ็ม.ที.ไอ. จำกัด (มหาชน),Industrials,-1.1849999,inf,32.817
AMC,บริษัท เอเซีย เมทัล จำกัด (มหาชน),Basic Materials,-1.291,,58.453
BEYOND,บริษัท เบาด์ แอนด์ บียอนด์ จำกัด (มหาชน),Consumer Cyclical,-1.308,,88.046
DEXON,บริษัท เด็กซ์ซอน เทคโนโลยี จำกัด (มหาชน),Energy,-1.442,,25.424
CMO,บริษัท ซีเอ็มโอ จำกัด (มหาชน),Communication Services,-1.528,,75.578
LEO,บริษัท ลีโอ โกลบอล โลจิสติกส์ จำกัด (มหาชน),Industrials,-1.5319999000000002,64.0,105.144
PG,บริษัท ประชาอาภรณ์ จำกัด (มหาชน),Consumer Cyclical,-1.533,,1.474
ETL,บริษัท ยูโรเอเชีย โทเทิล โลจิสติกส์ จำกัด (มหาชน),Industrials,-1.534,52.0,16.352
L&E,บริษัท ไลท์ติ้ง แอนด์ อีควิปเมนท์ จำกัด (มหาชน),,-1.7680000000000002,,118.756
PTL,บริษัท โพลีเพล็กซ์ (ประเทศไทย) จำกัด (มหาชน),Basic Materials,-1.789,,15.893
CMR,บริษัท เชียงใหม่รามธุรกิจการแพทย์ จำกัด (มหาชน),Healthcare,-1.8229999000000001,,79.262
BTS,บริษัท บีทีเอส กรุ๊ป โฮลดิ้งส์ จำกัด (มหาชน),Industrials,-1.854,,193.565
