symbol,company_name,industry_group,sector,market_cap,beta,current_price,dividend_yield
ML,บริษัท ไมด้า ลิสซิ่ง จำกัด (มหาชน),Credit Services,Financial Services,468510976.0,0.552,0.44,
MTI,บริษัท เมืองไทยประกันภัย จำกัด (มหาชน),Insurance - Property & Casualty,Financial Services,9262999552.0,0.146,15.7,4.91
MTW,บริษัท เมคทูวิน โฮลดิ้ง จำกัด (มหาชน),Auto Manufacturers,Consumer Cyclical,747370752.0,0.609,0.85,3.34
MUD,บริษัท มัด แอนด์ ฮาวด์ จำกัด (มหาชน),Restaurants,Consumer Cyclical,674167488.0,-0.383,0.64,
MVP,บริษัท เอ็ม วิชั่น จำกัด (มหาชน),Advertising Agencies,Communication Services,40471116.0,0.134,0.12,
MODERN,บริษัท โมเดอร์นฟอร์มกรุ๊ป จำกัด (มหาชน),"Furnishings, Fixtures & Appliances",Consumer Cyclical,1404000000.0,0.063,2.08,9.0
MONO,บริษัท โมโน เน็กซ์ จำกัด (มหาชน),Entertainment,Communication Services,3262790912.0,0.213,0.94,
MOONG,บริษัท มุ่งพัฒนา อินเตอร์แนชชั่นแนล จำกัด (มหาชน),Household & Personal Products,Consumer Defensive,738413056.0,0.178,2.24,10.09
MORE,บริษัท มอร์ รีเทิร์น จำกัด (มหาชน),Utilities - Regulated Water,Utilities,215302448.0,-0.614,0.03,
MOSHI,บริษัท โมชิ โมชิ รีเทล คอร์ปอเรชั่น จำกัด (มหาชน),Department Stores,Consumer Cyclical,12209998848.0,0.398,37.0,3.23
NDR,บริษัท เอ็น.ดี.รับเบอร์ จำกัด (มหาชน),Auto Parts,Consumer Cyclical,667061760.0,0.222,1.46,2.38
NEO,บริษัท นีโอ คอร์ปอเรท จำกัด (มหาชน),Household & Personal Products,Consumer Defensive,6539999744.0,,21.8,6.0
NEP,บริษัท เอ็นอีพี อสังหาริมทรัพย์ และอุตสาหกรรม จำกัด (มหาชน),Packaging & Containers,Consumer Cyclical,465076128.0,-0.086,0.2,
NER,บริษัท นอร์ทอีส รับเบอร์ จำกัด (มหาชน),Specialty Chemicals,Basic Materials,8943302656.0,0.252,4.84,6.3
NETBAY,บริษัท เน็ตเบย์ จำกัด (มหาชน),Software - Application,Technology,4120000000.0,0.007,20.6,5.69
NEW,บริษัท วัฒนาการแพทย์ จำกัด (มหาชน),Medical Care Facilities,Healthcare,1255000064.0,0.52,125.5,1.43
NEX,บริษัท เน็กซ์ พอยท์ จำกัด (มหาชน),Farm & Heavy Construction Machinery,Industrials,6708126720.0,0.382,1.12,
NFC,บริษัท เอ็นเอฟซี จำกัด (มหาชน),Agricultural Inputs,Basic Materials,1338034688.0,0.142,1.23,
NKI,บริษัท นวกิจประกันภัย จำกัด (มหาชน),Insurance - Property & Casualty,Financial Services,600400000.0,0.311,15.8,
NKT,บริษัท โรงพยาบาลนครธน จำกัด (มหาชน),Medical Care Facilities,Healthcare,2246999808.0,,4.2,4.27
NL,บริษัท เอ็นแอล ดีเวลลอปเมนต์ จำกัด (มหาชน),Engineering & Construction,Industrials,295000000.0,-0.058,0.59,6.25
NNCL,บริษัท นวนคร จำกัด (มหาชน),Utilities - Independent Power Producers,Utilities,3154312448.0,0.147,1.54,7.05
NOBLE,บริษัท โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),Real Estate - Development,Real Estate,3505698816.0,0.455,2.56,15.52
NOVA,บริษัท โนวา เอมไพร์ จำกัด (มหาชน),Solar,Technology,928214016.0,-0.156,8.1,
NPK,บริษัท นิวพลัสนิตติ้ง จำกัด (มหาชน),Apparel Manufacturing,Consumer Cyclical,154000000.0,-0.029,15.4,
NRF,บริษัท เอ็นอาร์ อินสแตนท์ โปรดิวซ์ จำกัด (มหาชน),Packaged Foods,Consumer Defensive,315803680.0,-0.005,0.21,
NSL,บริษัท เอ็นเอสแอล ฟู้ดส์ จำกัด (มหาชน),Packaged Foods,Consumer Defensive,7139999744.0,0.077,23.8,4.03
PTG,บริษัท พีทีจี เอ็นเนอยี จำกัด (มหาชน),Specialty Retail,Consumer Cyclical,16366000128.0,,9.8,3.52
NTF,บริษัท เอ็นทีเอฟ อินเตอร์กรุ๊ป (ประเทศไทย) จำกัด (มหาชน),Food Distribution,Consumer Defensive,2200000000.0,,11.0,4.02
NTSC,บริษัท นิวทรีชั่น เอสซี จำกัด (มหาชน),Specialty Chemicals,Basic Materials,859997952.0,-0.037,6.45,4.48
NTV,บริษัท โรงพยาบาลนนทเวช จำกัด (มหาชน),Medical Care Facilities,Healthcare,3744000000.0,0.125,23.4,4.39
NV,บริษัท โนวา ออร์แกนิค จำกัด (มหาชน),Packaged Foods,Consumer Defensive,305271584.0,0.346,0.53,
NVD,บริษัท เนอวานา ดีเวลลอปเม้นท์ จำกัด (มหาชน),Real Estate Services,Real Estate,1518559232.0,,0.82,
NYT,บริษัท นามยง เทอร์มินัล จำกัด (มหาชน),Marine Shipping,Industrials,4712000000.0,0.183,3.8,13.09
OCC,บริษัท โอ ซี ซี จำกัด (มหาชน),Household & Personal Products,Consumer Defensive,588000000.0,0.175,9.8,0.82
PCE,บริษัท เพชรศรีวิชัย เอ็นเตอร์ไพรส์ จำกัด (มหาชน),Farm Products,Consumer Defensive,6270000128.0,,2.28,3.48
OGC,บริษัท โอเชียนกลาส จำกัด (มหาชน),"Furnishings, Fixtures & Appliances",Consumer Cyclical,204774880.0,,9.6,
OHTL,บริษัท โอเอชทีแอล จำกัด (มหาชน),Lodging,Consumer Cyclical,4740709376.0,0.017,314.0,
OKJ,บริษัท ปลูกผักเพราะรักแม่ จำกัด (มหาชน),Food Distribution,Consumer Defensive,2375100160.0,,3.9,1.76
ONEE,บริษัท เดอะ วัน เอ็นเตอร์ไพรส์ จำกัด (มหาชน),Entertainment,Communication Services,6858000384.0,0.108,2.88,6.16
OR,บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน),Oil & Gas Refining & Marketing,Energy,158400004096.0,0.533,13.2,4.48
ORI,บริษัท ออริจิ้น พร็อพเพอร์ตี้ จำกัด (มหาชน),Real Estate - Development,Real Estate,4957327360.0,0.335,2.02,1.96
ORN,บริษัท อรสิริน โฮลดิ้ง จํากัด (มหาชน),Real Estate - Development,Real Estate,1185000064.0,0.732,0.79,2.5
OSP,บริษัท โอสถสภา จำกัด (มหาชน),Beverages - Non-Alcoholic,Consumer Defensive,50462994432.0,0.351,16.8,4.3
PACO,บริษัท เพรสซิเด้นท์ ออโตโมบิล อินดัสทรีส์ จำกัด (มหาชน),Auto Parts,Consumer Cyclical,1280000000.0,0.137,1.28,19.08
PAF,บริษัท แพนเอเซียฟุตแวร์ จำกัด (มหาชน),Footwear & Accessories,Consumer Cyclical,367200000.0,-0.067,0.68,
PANEL,บริษัท เพเนเล่ส์มาติก โซลูชั่นส์ จำกัด (มหาชน),Engineering & Construction,Industrials,248899984.0,0.672,1.31,2.54
PAP,บริษัท แปซิฟิกไพพ์ จำกัด (มหาชน),Steel,Basic Materials,1300200064.0,,1.97,4.0
PATO,บริษัท พาโตเคมีอุตสาหกรรม จำกัด (มหาชน),Agricultural Inputs,Basic Materials,996604032.0,0.218,7.0,8.22
PB,บริษัท เพรซิเดนท์ เบเกอรี่ จำกัด (มหาชน),Packaged Foods,Consumer Defensive,21824999424.0,,48.5,3.49
PCC,บริษัท พรีไซซ คอร์ปอเรชั่น จำกัด (มหาชน),Conglomerates,Industrials,3311871744.0,0.203,2.7,7.97
PCSGH,บริษัท พี.ซี.เอส.แมชีน กรุ๊ปโฮลดิ้ง จำกัด (มหาชน),Auto Parts,Consumer Cyclical,4436999680.0,-0.018,3.06,8.71
PDG,บริษัท พรอดดิจิ จำกัด (มหาชน),Packaging & Containers,Consumer Cyclical,902879808.0,0.17,3.04,10.9
PDJ,บริษัท แพรนด้า จิวเวลรี่ จำกัด (มหาชน),Luxury Goods,Consumer Cyclical,664080192.0,0.116,1.12,9.01
PEACE,บริษัท พีซแอนด์ลีฟวิ่ง จำกัด (มหาชน),Real Estate - Development,Real Estate,902155776.0,0.079,1.79,3.33
PEER,บริษัท เพียร์ ฟอร์ ยู จำกัด (มหาชน),Specialty Business Services,Industrials,94943384.0,0.621,0.09,
PERM,บริษัท เพิ่มสินสตีลเวิคส์ จำกัด (มหาชน),Steel,Basic Materials,130331976.0,0.147,0.17,
PF,บริษัท พร็อพเพอร์ตี้ เพอร์เฟค จำกัด (มหาชน),Real Estate - Development,Real Estate,500554048.0,0.208,0.05,
PG,บริษัท ประชาอาภรณ์ จำกัด (มหาชน),Apparel Manufacturing,Consumer Cyclical,614400000.0,0.018,6.4,7.81
PHOL,บริษัท ผลธัญญะ จำกัด (มหาชน),Security & Protection Services,Industrials,611550720.0,-0.037,3.02,8.17
PICO,บริษัท ปิโก (ไทยแลนด์) จำกัด (มหาชน),Advertising Agencies,Communication Services,908543872.0,-0.291,4.22,1.18
PIMO,บริษัท ไพโอเนียร์ มอเตอร์ จำกัด (มหาชน),Specialty Industrial Machinery,Industrials,762155648.0,0.119,1.04,4.67
PIN,บริษัท ปิ่นทอง อินดัสเตรียล ปาร์ค จำกัด (มหาชน),Real Estate - Development,Real Estate,4918399488.0,,4.24,5.0
PIS,บริษัท โปร อินไซด์ จำกัด (มหาชน),Information Technology Services,Technology,1922400000.0,,3.56,5.56
PJW,บริษัท ปัญจวัฒนาพลาสติก จำกัด (มหาชน),Packaging & Containers,Consumer Cyclical,1274095232.0,,2.2,4.78
PK,บริษัท พัฒน์กล จำกัด (มหาชน),Specialty Industrial Machinery,Industrials,218717632.0,0.551,0.42,
PL,บริษัท ภัทรลิสซิ่ง จำกัด (มหาชน),Rental & Leasing Services,Industrials,787393024.0,0.316,1.32,4.63
PLANB,บริษัท แพลน บี มีเดีย จำกัด (มหาชน),Advertising Agencies,Communication Services,21253289984.0,0.312,4.62,4.43
PLANET,บริษัท แพลนเน็ต คอมมิวนิเคชั่น เอเชีย จำกัด (มหาชน),Communication Equipment,Technology,296680096.0,-0.539,0.45,
PLAT,บริษัท เดอะ แพลทินัม กรุ๊ป จำกัด (มหาชน),Real Estate Services,Real Estate,3192000000.0,,1.14,1.67
PLE,บริษัท เพาเวอร์ไลน์ เอ็นจิเนียริ่ง จำกัด (มหาชน),Engineering & Construction,Industrials,326836320.0,0.261,0.18,
PLT,บริษัท พีลาทัส มารีน จำกัด (มหาชน),Oil & Gas Midstream,Energy,537600000.0,0.048,0.56,5.17
PLUS,บริษัท โรแยล พลัส จำกัด (มหาชน),Beverages - Non-Alcoholic,Consumer Defensive,911200000.0,0.079,1.36,4.0
PM,บริษัท พรีเมียร์ มาร์เก็ตติ้ง จำกัด (มหาชน),Food Distribution,Consumer Defensive,6809063936.0,-0.017,12.2,6.99
PMC,บริษัท พีเอ็มซี เลเบิล แมททีเรียลส์ จำกัด (มหาชน),Packaging & Containers,Consumer Cyclical,340442208.0,,0.86,2.06
PMTA,บริษัท พีเอ็ม โทรีเซน เอเชีย โฮลดิ้งส์ จำกัด (มหาชน),Agricultural Inputs,Basic Materials,1042360000.0,0.257,10.3,6.67
POLY,บริษัท โพลีเน็ต จำกัด (มหาชน),Metal Fabrication,Industrials,3420000000.0,0.061,7.6,7.84
PORT,บริษัท สหไทย เทอร์มินอล จำกัด (มหาชน),Marine Shipping,Industrials,315745376.0,0.123,0.52,
PPM,บริษัท พรพรหมเม็ททอล จำกัด (มหาชน),Industrial Distribution,Industrials,565480960.0,-0.269,1.34,3.73
PPP,บริษัท พรีเมียร์ โพรดักส์ จำกัด (มหาชน),Pollution & Treatment Controls,Industrials,243000000.0,0.025,0.81,
PPPM,บริษัท พีพี ไพร์ม จำกัด (มหาชน),Packaged Foods,Consumer Defensive,218466368.0,0.766,0.27,
PPS,บริษัท โปรเจค แพลนนิ่ง เซอร์วิส จำกัด (มหาชน),Engineering & Construction,Industrials,171971040.0,0.357,0.2,
PQS,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),Farm Products,Consumer Defensive,1031800000.0,0.418,1.54,8.33
PR9,บริษัท โรงพยาบาลพระรามเก้า จำกัด (มหาชน),Medical Care Facilities,Healthcare,14782440448.0,0.034,18.8,2.58
PRAKIT,บริษัท ประกิต โฮลดิ้งส์ จำกัด (มหาชน),Advertising Agencies,Communication Services,652862848.0,-0.265,10.8,6.48
PRAPAT,บริษัท พีรพัฒน์ เทคโนโลยี จำกัด (มหาชน),Specialty Chemicals,Basic Materials,342283872.0,,0.8,4.88
PREB,บริษัท พรีบิลท์ จำกัด (มหาชน),Engineering & Construction,Industrials,1247052800.0,0.106,4.04,4.95
PRECHA,บริษัท ปรีชากรุ๊ป จำกัด (มหาชน),Real Estate - Development,Real Estate,164640000.0,0.203,0.49,
PRG,บริษัท พี อาร์ จี คอร์ปอเรชั่น จำกัด (มหาชน),Packaged Foods,Consumer Defensive,6946256896.0,,9.1,8.09
PRI,บริษัท พรีโม เซอร์วิส โซลูชั่น จำกัด (มหาชน),Real Estate Services,Real Estate,1344000000.0,0.328,4.2,11.79
PRIME,บริษัท ไพร์ม โรด เพาเวอร์ จำกัด (มหาชน),Utilities - Renewable,Utilities,255269120.0,0.531,0.06,
PRIN,บริษัท ปริญสิริ จำกัด (มหาชน),Real Estate - Development,Real Estate,1708016512.0,0.051,1.4,
PRINC,บริษัท พริ้นซิเพิล แคปิตอล จำกัด (มหาชน),Medical Care Facilities,Healthcare,7160112640.0,0.14,1.88,0.52
PRM,บริษัท พริมา มารีน จำกัด (มหาชน),Oil & Gas Midstream,Energy,17555353600.0,0.485,8.1,6.37
PROEN,บริษัท โปรเอ็น คอร์ป จำกัด (มหาชน),Telecom Services,Communication Services,431824864.0,-0.136,1.1,
PROS,บริษัท พรอสเพอร์ เอ็นจิเนียริ่ง จำกัด (มหาชน),Engineering & Construction,Industrials,209587936.0,-0.32,0.38,
PROSPECT,ทรัสต์เพื่อการลงทุนในอสังหาริมทรัพย์และสิทธิการเช่าอสังหาริมทรัพย์ พรอสเพค โลจิสติกส์และอินดัสเทรียล,REIT - Industrial,Real Estate,4411400192.0,0.051,6.85,12.55
PROUD,บริษัท พราว เรียล เอสเตท จำกัด (มหาชน),Real Estate - Development,Real Estate,1003234432.0,,1.03,8.74
PRTR,บริษัท พีอาร์ทีอาร์ กรุ๊ป จำกัด (มหาชน),Staffing & Employment Services,Industrials,2100000000.0,0.101,3.5,8.43
PSGC,บริษัท พีเอสจี คอร์ปอเรชั่น จำกัด (มหาชน),Engineering & Construction,Industrials,17182930944.0,,3.86,
PSH,บริษัท พฤกษา โฮลดิ้ง จำกัด (มหาชน),Real Estate - Development,Real Estate,8449539584.0,0.081,3.86,1.01
PSP,บริษัท พี.เอส.พี.สเปเชียลตี้ส์ จำกัด (มหาชน),Specialty Chemicals,Basic Materials,6244000256.0,1.0,4.46,6.19
PSTC,บริษัท เพาเวอร์ โซลูชั่น เทคโนโลยี จำกัด (มหาชน),Oil & Gas Midstream,Energy,866169600.0,,0.25,
PT,บริษัท พรีเมียร์ เทคโนโลยี จำกัด (มหาชน),Information Technology Services,Technology,3520222720.0,0.042,12.4,8.0
PTC,บริษัท พรีเมียร์ แทงค์ คอร์ปอเรชั่น จำกัด (มหาชน),Oil & Gas Refining & Marketing,Energy,254200000.0,,0.62,1.59
PTECH,บริษัท พลัส เทค อินโนเวชั่น จำกัด (มหาชน),Business Equipment & Supplies,Industrials,697882624.0,0.621,1.9,
PTL,บริษัท โพลีเพล็กซ์ (ประเทศไทย) จำกัด (มหาชน),Specialty Chemicals,Basic Materials,7604999680.0,0.465,8.45,4.57
PTT,บริษัท ปตท. จำกัด (มหาชน),Oil & Gas Integrated,Energy,1055081496576.0,0.41,37.25,5.68
PTTEP,บริษัท ปตท.สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน),Oil & Gas E&P,Energy,557782925312.0,0.268,140.5,6.39
RCL,บริษัท อาร์ ซี แอล จำกัด (มหาชน),Marine Shipping,Industrials,26520000512.0,0.795,32.0,13.01
PTTGC,บริษัท พีทีที โกลบอล เคมิคอล จำกัด (มหาชน),Chemicals,Basic Materials,125120561152.0,1.099,27.75,1.77
PYLON,บริษัท ไพลอน จำกัด (มหาชน),Engineering & Construction,Industrials,2354602496.0,,3.14,7.55
QDC,บริษัท ควอนตัม ดี ซี จำกัด (มหาชน),Restaurants,Consumer Cyclical,26243570.0,0.233,0.09,
QH,บริษัท ควอลิตี้เฮ้าส์ จำกัด (มหาชน),Real Estate - Development,Real Estate,15749994496.0,,1.47,9.15
QLT,บริษัท ควอลลีเทค จำกัด (มหาชน),Specialty Business Services,Industrials,141938624.0,0.309,1.44,2.14
QTC,บริษัท คิวทีซี เอนเนอร์ยี่ จำกัด (มหาชน),Electrical Equipment & Parts,Industrials,1234754944.0,0.25,3.62,5.41
QTCG,บริษัท คิวทีซีจี จำกัด (มหาชน),Engineering & Construction,Industrials,84000000.0,,0.14,
RABBIT,บริษัท แรบบิท โฮลดิ้งส์ จำกัด (มหาชน),Conglomerates,Industrials,2394969600.0,-0.477,0.32,
RAM,บริษัท โรงพยาบาลรามคำแหง จำกัด (มหาชน),Medical Care Facilities,Healthcare,22560000000.0,-0.126,18.8,1.1
RATCH,บริษัท ราช กรุ๊ป จำกัด (มหาชน),Utilities - Regulated Electric,Utilities,66337501184.0,0.285,30.5,5.16
RBF,บริษัท อาร์ แอนด์ บี ฟู้ด ซัพพลาย จำกัด (มหาชน),Packaged Foods,Consumer Defensive,7488179712.0,0.422,3.78,4.94
READY,บริษัท เรดดี้แพลนเน็ต จำกัด (มหาชน),Software - Infrastructure,Technology,376799936.0,0.802,3.14,9.43
RICHY,บริษัท ริชี่ เพลซ 2002 จำกัด (มหาชน),Real Estate - Development,Real Estate,309381344.0,0.01,0.19,
RJH,บริษัท โรงพยาบาลราชธานี จำกัด (มหาชน),Medical Care Facilities,Healthcare,4050003200.0,,13.8,4.26
RML,บริษัท ไรมอน แลนด์ จำกัด (มหาชน),Real Estate - Development,Real Estate,637474304.0,0.219,0.11,
ROCK,บริษัท ร้อกเวิธ จำกัด (มหาชน),"Furnishings, Fixtures & Appliances",Consumer Cyclical,224000000.0,-0.032,11.2,8.93
ROCTEC,บริษัท ร็อคเทค โกลบอล จำกัด (มหาชน),Information Technology Services,Technology,4951965696.0,0.239,0.61,2.54
ROH,บริษัท โรงแรมรอยัล ออคิด (ประเทศไทย) จำกัด (มหาชน),Lodging,Consumer Cyclical,1136089856.0,0.029,1.21,
ROJNA,บริษัท สวนอุตสาหกรรมโรจนะ จำกัด (มหาชน),Utilities - Independent Power Producers,Utilities,11112540160.0,0.238,5.5,9.62
RP,บริษัท ท่าเรือราชาเฟอร์รี่ จำกัด (มหาชน),Marine Shipping,Industrials,122495088.0,0.04,0.61,
RPC,บริษัท อาร์พีซีจี จำกัด (มหาชน),Specialty Retail,Consumer Cyclical,417492480.0,,0.32,3.45
RPH,บริษัท โรงพยาบาลราชพฤกษ์ จำกัด (มหาชน),Medical Care Facilities,Healthcare,2652035072.0,-0.097,5.0,5.49
RS,บริษัท อาร์เอส จำกัด (มหาชน),Entertainment,Communication Services,370977056.0,-0.158,0.17,
RSP,บริษัท ริช สปอร์ต จำกัด (มหาชน),Footwear & Accessories,Consumer Cyclical,824729984.0,0.059,1.11,16.07
RT,บริษัท ไร้ท์ทันเน็ลลิ่ง จำกัด (มหาชน),Engineering & Construction,Industrials,413659584.0,-0.02,0.28,
RWI,บริษัท ระยองไวร์ อินดัสตรีส์ จำกัด (มหาชน),Steel,Basic Materials,173902640.0,-0.287,0.19,
S,บริษัท สิงห์ เอสเตท จำกัด (มหาชน),Resorts & Casinos,Consumer Cyclical,3975157248.0,0.361,0.58,1.67
S11,บริษัท เอส 11 กรุ๊ป จำกัด (มหาชน),Credit Services,Financial Services,2452000000.0,,4.0,8.58
SA,บริษัท ไซมิส แอสเสท จำกัด (มหาชน),Real Estate - Development,Real Estate,8632130560.0,-0.078,7.2,1.11
SAAM,บริษัท เอสเอเอเอ็ม ดีเวลลอปเมนท์ จำกัด (มหาชน),Utilities - Renewable,Utilities,1508920064.0,0.369,4.76,1.03
SABINA,บริษัท ซาบีน่า จำกัด (มหาชน),Apparel Manufacturing,Consumer Cyclical,5733749760.0,-0.106,16.5,7.06
SAF,บริษัท เอส.เอ.เอฟ. สเปเชียล สตีล จำกัด (มหาชน),Steel,Basic Materials,102000000.0,0.724,0.34,2.94
SAFE,บริษัท เซฟ เฟอร์ทิลิตี้ กรุ๊ป จำกัด (มหาชน),Medical Care Facilities,Healthcare,1975660800.0,0.043,6.5,6.36
SAK,บริษัท ศักดิ์สยามลิสซิ่ง จำกัด (มหาชน),Credit Services,Financial Services,7671360000.0,-0.015,3.66,5.24
SALEE,บริษัท สาลี่อุตสาหกรรม จำกัด (มหาชน),Specialty Chemicals,Basic Materials,577783936.0,-0.099,0.38,3.16
SAM,บริษัท สามชัย สตีล อินดัสทรี จำกัด (มหาชน),Steel,Basic Materials,156768768.0,-0.101,0.15,
SAMART,บริษัท สามารถคอร์ปอเรชั่น จำกัด (มหาชน),Information Technology Services,Technology,6391301632.0,0.359,6.35,4.27
SAMCO,บริษัท สัมมากร จำกัด (มหาชน),Real Estate Services,Real Estate,468514336.0,0.221,0.73,2.74
SAMTEL,บริษัท สามารถเทลคอม จำกัด (มหาชน),Telecom Services,Communication Services,2434920192.0,,3.94,2.5
SANKO,บริษัท ซังโกะ ไดคาซติ้ง (ประเทศไทย) จำกัด (มหาชน),Auto Parts,Consumer Cyclical,275496160.0,-0.068,0.87,4.4
SAPPE,บริษัท เซ็ปเป้ จำกัด (มหาชน),Beverages - Non-Alcoholic,Consumer Defensive,9915924480.0,-0.191,32.5,6.57
SAT,บริษัท สมบูรณ์ แอ๊ดวานซ์ เทคโนโลยี จำกัด (มหาชน),Auto Parts,Consumer Cyclical,6973179392.0,0.304,16.4,9.7
SAUCE,บริษัท ไทยเทพรส จำกัด (มหาชน),Packaged Foods,Consumer Defensive,14579999744.0,-0.025,40.5,4.31
SAV,บริษัท สามารถ เอวิเอชั่น โซลูชั่นส์ จำกัด (มหาชน),Airports & Air Services,Industrials,8108000768.0,,12.7,6.72
SAWAD,บริษัท ศรีสวัสดิ์ คอร์ปอเรชั่น จำกัด (มหาชน),Credit Services,Financial Services,46106816512.0,0.512,27.75,2.57
SAWANG,บริษัท สว่างเอ็กซ์ปอร์ต จำกัด (มหาชน),Luxury Goods,Consumer Cyclical,168000000.0,-0.097,7.0,
SC,บริษัท เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),Real Estate - Development,Real Estate,8725616640.0,0.374,2.04,7.35
SCAP,บริษัท ศรีสวัสดิ์ แคปปิตอล 1969 จำกัด (มหาชน),Credit Services,Financial Services,7784447488.0,0.139,1.15,0.2
SCB,บริษัท เอสซีบี เอกซ์ จำกัด (มหาชน),Banks - Regional,Financial Services,496648323072.0,0.189,147.5,7.6
SCC,บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน),Conglomerates,Industrials,263999995904.0,0.584,220.0,2.22
SCCC,บริษัท ปูนซีเมนต์นครหลวง จำกัด (มหาชน),Building Materials,Basic Materials,44849000448.0,0.233,150.5,7.26
SCG,บริษัท ราชพัฒนา เอ็นเนอร์ยี จำกัด (มหาชน),Utilities - Regulated Electric,Utilities,2909239040.0,,2.5,1.97
SCGD,บริษัท เอสซีจี เดคคอร์ จำกัด (มหาชน),Building Materials,Basic Materials,8827499520.0,1.223,5.35,6.18
SCGP,บริษัท เอสซีจี แพคเกจจิ้ง จำกัด (มหาชน),Packaging & Containers,Consumer Cyclical,84141236224.0,0.799,19.6,2.91
SCI,บริษัท เอสซีไอ อีเลคตริค จำกัด (มหาชน),Electrical Equipment & Parts,Industrials,735000000.0,0.169,0.98,
SCL,บริษัท เอส.ซี.แอล.มอเตอร์ พาร์ท จำกัด (มหาชน),Auto Parts,Consumer Cyclical,337500000.0,0.752,1.35,6.81
SCM,บริษัท ซัคเซสมอร์ บีอิ้งค์ จำกัด (มหาชน),Household & Personal Products,Consumer Defensive,105451440.0,-0.46,0.14,
SCN,บริษัท สแกน อินเตอร์ จำกัด (มหาชน),Utilities - Regulated Gas,Utilities,449076768.0,-0.036,0.37,
SCP,บริษัท ทักษิณคอนกรีต จำกัด (มหาชน),Building Materials,Basic Materials,2597159936.0,0.163,9.2,15.79
SDC,บริษัท สามารถ ดิจิตอล จำกัด (มหาชน),Communication Equipment,Technology,1380654720.0,-0.938,0.04,
SE,บริษัท สยามอีสต์ โซลูชั่น จำกัด (มหาชน),Industrial Distribution,Industrials,326136128.0,0.348,0.48,5.41
SEAOIL,บริษัท ซีออยล์ จำกัด (มหาชน),Oil & Gas Refining & Marketing,Energy,2837689856.0,-0.019,3.84,5.14
SECURE,บริษัท เอ็นฟอร์ซ ซีเคียว จำกัด (มหาชน),Software - Infrastructure,Technology,1315084800.0,0.358,12.8,7.58
SEI,บริษัท เอสอีไอ เมดิคัล จำกัด (มหาชน),Medical Distribution,Healthcare,401199968.0,,2.36,4.51
SELIC,บริษัท ซีลิค คอร์พ จำกัด (มหาชน),Specialty Chemicals,Basic Materials,1625191936.0,-0.276,2.66,1.3
SENA,บริษัท เสนาดีเวลลอปเม้นท์ จำกัด (มหาชน),Real Estate - Development,Real Estate,2645892608.0,0.235,1.87,7.28
SENX,บริษัท เซ็น เอกซ์ จำกัด (มหาชน),Real Estate - Development,Real Estate,963080192.0,0.126,0.23,1.88
SFLEX,บริษัท สตาร์เฟล็กซ์ จำกัด (มหาชน),Packaging & Containers,Consumer Cyclical,2540197888.0,,3.36,2.98
SFT,บริษัท ชริ้งเฟล็กซ์ (ประเทศไทย) จำกัด (มหาชน),Specialty Industrial Machinery,Industrials,796400000.0,0.188,1.81,3.89
SGC,บริษัท เอสจี แคปปิตอล จำกัด (มหาชน),Credit Services,Financial Services,5928026624.0,1.098,0.95,
SGF,บริษัท เอสจีเอฟ แคปปิตอล จำกัด (มหาชน),Credit Services,Financial Services,235800016.0,0.269,0.18,
SGP,บริษัท สยามแก๊ส แอนด์ ปิโตรเคมีคัลส์ จำกัด (มหาชน),Oil & Gas Refining & Marketing,Energy,14059652096.0,0.105,7.65,2.61
SHANG,บริษัท แชงกรี-ลา โฮเต็ล จำกัด (มหาชน),Lodging,Consumer Cyclical,6760000000.0,,52.0,0.96
SHR,บริษัท เอส โฮเทล แอนด์ รีสอร์ท จำกัด (มหาชน),Resorts & Casinos,Consumer Cyclical,6756043264.0,0.295,1.88,5.1
SIAM,บริษัท สยามสตีลอินเตอร์เนชั่นแนล จำกัด (มหาชน),"Furnishings, Fixtures & Appliances",Consumer Cyclical,409256832.0,-0.029,0.69,
SPTX,บริษัท เอสพีที เอกซ์ จำกัด (มหาชน),Software - Application,Technology,1836448768.0,-2.921,0.01,
SICT,บริษัท ซิลิคอน คราฟท์ เทคโนโลยี จำกัด (มหาชน),Semiconductors,Technology,1123199616.0,0.27,2.34,1.05
SIMAT,บริษัท ไซแมท เทคโนโลยี จำกัด (มหาชน),Electronics & Computer Distribution,Technology,726392384.0,-0.096,1.12,7.44
SINGER,บริษัท ซิงเกอร์ประเทศไทย จำกัด (มหาชน),Credit Services,Financial Services,4686837760.0,0.043,5.75,
SINO,บริษัท ไซโน โลจิสติกส์ คอร์ปอเรชั่น จำกัด (มหาชน),Integrated Freight & Logistics,Industrials,946400000.0,1.081,0.91,6.63
SIRI,บริษัท แสนสิริ จำกัด (มหาชน),Real Estate - Development,Real Estate,26852395008.0,0.675,1.54,10.26
SIS,บริษัท เอสไอเอส ดิสทริบิวชั่น (ประเทศไทย) จำกัด (มหาชน),Electronics & Computer Distribution,Technology,8194648576.0,0.011,23.4,5.15
